,MCI+E2f4VP16_1,MCI+E2f4VP16_2,MCI+E2f4VP16_3,MCI+siRbl2_1,MCI+siRbl2_2,MCI+siRbl2_3,MCI+siCTL_1,MCI+siCTL_2,MCI+siCTL_3,Control_1,Control_2,Control_3
4932438H23Rik,7.297373778,7.213562995,7.224347992,7.269558491,7.185063809,7.420180668,5.774138215,5.798634245,5.775900868,4.943134319,4.829785755,4.691407158
A930006K02Rik,3.42087533,3.940828976,3.797694481,3.163537405,3.236996225,3.397158306,2.85225002,2.861133639,3.234016528,2.91300049,2.80182473,2.940409027
Gm41498,3.359806997,3.460714678,3.555239788,2.836794256,2.877347091,2.871332105,3.172546722,3.186728624,3.028785887,2.597006807,2.96273892,2.739889265
Clic6,4.376394319,4.252874631,4.600689804,5.545768194,5.310139574,5.454134426,4.858492982,4.947605815,5.165935452,3.541277826,3.583168357,3.449294638
Kcnj15,11.41831474,11.40604758,11.45198848,10.74265962,10.76364555,10.7657748,11.02674186,11.04372685,10.96665922,10.1500008,10.01015226,10.02166583
Erg,8.150604881,8.070170333,8.042372276,8.220147768,8.225980158,8.356219708,8.291415514,8.476586652,8.288973828,9.700299853,9.816027518,9.732547101
LOC118568236,5.251191137,5.070615493,5.44099977,5.232830802,5.051550343,4.961701723,4.157226266,4.294720283,4.145899259,3.773480896,3.654537219,3.766570208
Gm41512,2.334000622,2.256508581,2.583389314,2.104217697,1.894736643,2.135387575,1.824812745,1.663876228,1.743418652,1.679580146,1.668011722,1.651588488
Ripk4,6.555472301,6.416391856,6.42711978,5.926724864,6.100434242,6.220877719,5.429799397,5.326124288,5.39451408,4.706368558,4.981485799,4.920768129
A630089N07Rik,6.60737011,6.722822396,6.725855375,5.709300155,6.028553366,5.900092307,5.757214555,5.897321978,5.771894061,5.500039822,5.424124666,5.53855643
Fndc1,10.47909859,10.45306528,10.46705335,10.7116811,10.68326257,10.69256953,10.72083395,10.76110002,10.67913602,12.26817997,12.27057573,12.20661119
Cep43,10.51656192,10.47604344,10.34092712,10.24805039,10.2922579,10.23879091,9.658499786,9.593422692,9.619681644,8.907055169,8.94816197,8.993179912
Pacrg,7.91036247,7.873322495,7.840907755,7.413427847,7.500176551,7.595319825,6.14939914,5.827385649,5.70906597,5.479041031,5.334328045,5.157719445
Gm52294,2.980115908,2.965577579,2.725515212,2.19697875,2.48893897,2.427202862,1.946393042,1.949807763,2.181561586,1.969780232,2.045491721,2.014482265
Gm41527,2.503760911,2.292378995,2.637233879,1.749964792,1.657226892,1.880944311,1.741885397,1.572392086,1.656304135,1.588793266,1.576720771,1.559488998
Tcte2,6.045310042,5.661627461,5.98737051,4.956365706,4.985445114,5.174400258,4.683132771,4.344798718,4.54200888,4.445174975,4.232736384,4.449765313
Phf10,13.43337441,13.41302213,13.40675147,12.91473511,12.90472555,12.92452959,12.52293493,12.49204617,12.52242651,11.87621055,11.8794511,11.83170364
Flywch2,8.356516004,8.215136155,8.358342195,8.246359318,8.154004554,8.209506347,8.031149408,8.019651503,8.123703239,6.729708203,6.85823863,6.948087555
Prss22,5.121321899,4.975268554,4.939733798,4.549739109,4.605019539,4.739571644,3.790540841,3.755173368,3.780247952,3.271414982,3.321155293,3.188138685
Ccnf,10.74978898,10.75599296,10.78399357,10.61919309,10.61433823,10.53768612,10.48025224,10.50464911,10.55675203,9.409548858,9.44274931,9.360598639
Hs3st6,4.0868688,4.43874151,4.107729331,4.053792079,3.98776994,3.94383068,3.618630546,3.633737444,3.736132628,3.305848826,3.329828718,3.140687102
Meiob,1.962704334,2.748512484,2.184887766,2.521629346,2.243595309,2.17865151,2.248177296,1.913767575,2.400090729,1.845691328,1.833128769,1.815305555
Cacna1h,8.264186248,8.307739987,8.235620314,8.356396988,8.506474382,8.405599073,8.565088835,8.464242187,8.426456865,10.16632756,10.110287,10.14463304
Tekt4,6.969307445,6.993969481,7.220646603,7.24099648,7.328350969,7.40711156,5.104600807,4.997436653,5.330997144,4.305261708,4.255525493,4.183633692
Cerox1,3.450015144,3.607446325,3.198918272,3.952126668,3.884097829,3.380432907,4.228924472,3.568146789,3.806129944,4.256152143,4.227915056,4.418702801
Fbxl16,6.091094575,6.334006156,6.205066603,6.791957129,6.907126695,6.94122851,7.106903773,7.048970563,7.009233269,7.9141554,8.108921655,8.028166587
Wdr90,11.1133001,11.15391915,11.15331943,11.22656715,11.25265292,11.26065032,10.63478922,10.67485025,10.66307296,9.301671949,9.265270557,9.246953461
Nhlrc4,5.423568749,4.916737528,5.333577335,3.999366981,3.503110213,3.911164418,3.32451566,3.338472631,3.173599728,2.984313754,3.042936034,2.89605263
Rgs11,4.464737832,5.059215304,4.601610996,4.669109698,4.870935918,4.908831072,4.880452817,5.223820489,4.943003535,5.879584407,5.992501841,5.948834797
Hmga1,9.670136516,9.720366957,9.723541757,8.866333064,8.781534862,8.925562385,8.875008549,8.902580042,9.121899208,8.14179719,8.399144139,8.356915509
Pacsin1,3.922215478,4.003483969,4.024598171,4.653493161,4.570664273,4.514412645,3.924393121,4.085491821,4.020010785,3.325542247,3.209524069,3.085799979
Tcp11,8.619807262,8.642398292,8.602503018,8.447865514,8.47789253,8.3930564,6.504139965,6.134908213,6.566090302,5.129209121,5.174198574,5.051838516
Fkbp5,11.15689864,11.18868022,11.13298473,10.78573003,10.77106122,10.77865558,10.58263786,10.59073135,10.62897652,9.58475765,9.54608198,9.618495325
Bnip5,4.329510215,4.613543237,4.506881527,4.247090133,4.529244437,4.811552917,3.85299638,4.2711472,4.040425937,3.344591675,3.308437971,3.324503111
Cpne5,4.382923015,4.382654136,4.440908812,4.5722687,4.286826498,4.326970987,3.77057253,3.874275717,4.254713711,3.309101832,3.545653068,3.22442873
Pi16,3.930325569,4.041846292,3.982219879,5.03793128,4.89416053,4.791876397,4.585995671,4.383239848,4.452346096,5.063591182,5.327134149,5.331971957
1700097N02Rik,1.864863768,1.915058419,2.179064688,1.814247282,1.371731116,1.668591816,1.608935928,1.461458915,1.371290802,1.387543962,1.37818334,1.364926759
Dnah8,6.348256237,6.228779679,6.380005166,6.267532907,6.225464412,6.444526274,4.802705678,5.013496204,4.719192705,5.071279039,4.851246226,4.733224781
Ubash3a,1.745606786,1.593919215,1.642079166,1.412172336,1.586700875,1.252699003,1.332716397,1.259856374,1.172714129,1.185995314,1.178336169,1.167537033
Rsph1,10.16935031,10.16212136,10.15838856,9.834093005,9.754360695,9.820990977,8.102426127,8.153665814,8.242071062,6.982022135,6.963278402,6.99404861
Slc37a1,5.648964102,5.566166287,5.508300425,4.812879355,5.210413851,4.946839552,4.488285803,4.752152134,4.60299121,4.179234949,3.887754962,4.277901074
Pde9a,3.545810519,3.396554555,3.587644036,4.204883653,4.416559463,4.601241472,4.398067108,4.162916262,4.65522371,4.62621376,4.683526755,4.796679786
LOC118568325,3.31022457,3.641589004,3.626903179,3.290502342,2.990178673,2.98198991,2.550071076,2.556165456,2.98749618,2.831030348,2.56556508,2.666762245
Hsf2bp,4.645439056,4.563890044,4.526839982,3.61485335,3.799666446,3.788336499,3.385320756,3.398348212,3.583728321,3.474025692,3.223237459,3.021356321
Gm41570,2.026816801,2.07944166,2.070637486,1.809127925,1.6601723,1.582830465,1.973726588,1.667844411,1.659086186,1.520351427,1.510846221,1.57309022
H2-K2,6.351799125,6.639410072,6.525406742,6.574070558,6.593241754,6.443096153,7.111770671,7.025051703,7.133438948,5.311393887,5.49444464,5.50337792
H2-K1,12.48931836,12.40560572,12.53507863,12.30265655,12.23855179,12.24889475,12.99532011,13.02091285,13.02661559,11.01073459,11.02816552,11.09623236
Tnxb,4.47794985,4.672061379,4.393819963,5.757204261,5.696264846,5.951467219,5.662395208,5.948893888,5.76220012,6.321068603,6.380060758,6.131149151
Dxo,10.39653877,10.4004321,10.46344523,10.64517029,10.53178614,10.54344107,9.936402804,9.868054902,9.958489789,9.066702186,9.092293175,9.143231805
